Airfoil AG_03_(flat_aft_bottom)
Builder xxx
Comment xxx
5
20000
14
   0.2004   0.0185   0.5000
   0.2473   0.0190   1.0000
   0.2924   0.0197   1.5000
   0.3349   0.0209   2.0000
   0.3728   0.0226   2.5000
   0.4051   0.0254   3.0000
   0.5925   0.0292   3.5000
   0.6997   0.0297   4.0000
   0.7438   0.0310   4.5000
   0.7839   0.0332   5.0000
   0.8254   0.0364   5.5000
   0.8670   0.0406   6.0000
   0.9053   0.0469   6.5000
   0.9363   0.0554   7.0000
   0.9494   0.0676   7.5000
   0.9451   0.0820   8.0000
40000
19
   0.0560   0.0154  -1.0000
   0.1071   0.0155  -0.5000
   0.1571   0.0157   0.0000
   0.2059   0.0161   0.5000
   0.2532   0.0166   1.0000
   0.2988   0.0174   1.5000
   0.3409   0.0186   2.0000
   0.3780   0.0207   2.5000
   0.5643   0.0224   3.0000
   0.6479   0.0224   3.5000
   0.6900   0.0232   4.0000
   0.7307   0.0246   4.5000
   0.7738   0.0268   5.0000
   0.8184   0.0296   5.5000
   0.8639   0.0332   6.0000
   0.9075   0.0383   6.5000
   0.9475   0.0452   7.0000
   0.9792   0.0537   7.5000
   0.9834   0.0672   8.0000
60000
16
   0.0619   0.0126  -1.0000
   0.1134   0.0127  -0.5000
   0.1640   0.0129   0.0000
   0.2135   0.0133   0.5000
   0.2617   0.0138   1.0000
   0.3077   0.0147   1.5000
   0.3905   0.0160   2.0000
   0.5274   0.0160   2.5000
   0.5867   0.0161   3.0000
   0.6294   0.0168   3.5000
   0.6735   0.0178   4.0000
   0.7189   0.0192   4.5000
   0.7651   0.0210   5.0000
   0.8118   0.0233   5.5000
   0.8591   0.0264   6.0000
   1.0148   0.0516   8.0000
80000
33
  -0.0784   0.0152  -2.4500
  -0.0732   0.0148  -2.4000
  -0.0680   0.0144  -2.3500
  -0.0631   0.0140  -2.3000
  -0.0581   0.0136  -2.2500
  -0.0532   0.0132  -2.2000
  -0.0487   0.0129  -2.1500
  -0.0445   0.0126  -2.1000
  -0.0409   0.0123  -2.0500
  -0.0377   0.0121  -2.0000
   0.0129   0.0109  -1.5000
   0.0660   0.0109  -1.0000
   0.1180   0.0111  -0.5000
   0.1691   0.0113   0.0000
   0.2190   0.0116   0.5000
   0.2679   0.0122   1.0000
   0.3393   0.0130   1.5000
   0.4643   0.0131   2.0000
   0.5292   0.0131   2.5000
   0.5752   0.0135   3.0000
   0.6209   0.0143   3.5000
   0.6676   0.0153   4.0000
   0.7150   0.0166   4.5000
   0.7626   0.0182   5.0000
   0.8100   0.0203   5.5000
   0.8575   0.0229   6.0000
   0.9515   0.0305   7.0000
   1.0258   0.0442   8.0000
   1.0341   0.0482   8.2000
   1.0391   0.0527   8.4000
   1.0408   0.0575   8.6000
   1.0401   0.0624   8.8000
   1.0380   0.0675   9.0000
100000
17
   0.0691   0.0098  -1.0000
   0.1213   0.0099  -0.5000
   0.1728   0.0101   0.0000
   0.2234   0.0105   0.5000
   0.2725   0.0111   1.0000
   0.3906   0.0113   1.5000
   0.4724   0.0112   2.0000
   0.5229   0.0115   2.5000
   0.5694   0.0120   3.0000
   0.6169   0.0128   3.5000
   0.6653   0.0138   4.0000
   0.7139   0.0150   4.5000
   0.7625   0.0165   5.0000
   0.8107   0.0183   5.5000
